,age,job,marital,education,default,y
33365,40,technician,single,tertiary,no,no
33366,34,blue-collar,married,primary,no,no
33367,39,blue-collar,married,secondary,no,no
33368,36,services,married,secondary,no,no
33369,37,admin.,married,secondary,no,no
33370,40,admin.,single,tertiary,no,no
33371,35,admin.,single,secondary,no,no
33372,46,services,married,secondary,no,no
33373,42,blue-collar,married,secondary,no,no
33374,43,blue-collar,married,secondary,no,no
33375,40,admin.,single,secondary,no,no
33376,37,admin.,divorced,tertiary,no,no
33377,30,blue-collar,married,secondary,no,no
33378,42,blue-collar,married,primary,no,no
33379,32,blue-collar,married,primary,no,no
33380,50,blue-collar,divorced,secondary,no,no
33381,32,admin.,married,secondary,no,no
33382,50,management,divorced,tertiary,no,no
33383,52,blue-collar,married,secondary,no,no
33384,31,blue-collar,married,secondary,no,no
33385,37,technician,single,secondary,no,no
33386,32,technician,married,tertiary,no,no
33387,33,blue-collar,married,secondary,no,no
33388,33,management,married,tertiary,no,no
33389,33,services,married,secondary,no,no
33390,32,management,single,tertiary,no,no
33391,39,management,single,tertiary,no,no
33392,37,services,married,secondary,no,no
33393,28,technician,single,tertiary,no,yes
33394,28,student,single,secondary,no,no
33395,43,blue-collar,married,secondary,no,no
33396,51,blue-collar,married,secondary,no,no
33397,33,housemaid,married,tertiary,no,no
33398,39,management,married,tertiary,no,no
33399,25,technician,single,tertiary,no,no
33400,35,services,single,secondary,no,no
33401,50,self-employed,divorced,tertiary,no,yes
33402,33,management,single,tertiary,no,no
33403,31,blue-collar,married,secondary,no,no
33404,39,services,married,secondary,no,no
33405,31,blue-collar,single,secondary,no,no
33406,31,services,single,primary,no,no
33407,46,self-employed,married,secondary,no,no
33408,51,blue-collar,married,primary,no,no
33409,25,student,single,tertiary,no,no
33410,28,management,single,secondary,no,no
33411,37,admin.,single,secondary,no,no
33412,34,management,divorced,tertiary,no,no
33413,30,admin.,married,secondary,no,no
33414,73,retired,divorced,tertiary,no,yes
33415,37,admin.,single,tertiary,no,no
33416,44,blue-collar,married,primary,no,no
33417,28,blue-collar,single,secondary,no,no
33418,40,management,divorced,unknown,no,no
33419,54,technician,divorced,secondary,no,no
33420,29,technician,single,tertiary,no,no
33421,30,entrepreneur,single,tertiary,no,no
33422,34,management,married,tertiary,no,yes
33423,43,services,married,secondary,no,no
33424,30,blue-collar,married,primary,no,no
33425,46,management,divorced,secondary,no,no
33426,31,management,single,tertiary,no,no
33427,35,services,married,secondary,no,no
33428,32,technician,married,secondary,no,no
33429,32,blue-collar,married,secondary,no,no
33430,28,student,single,secondary,no,yes
33431,42,admin.,divorced,secondary,no,yes
33432,27,student,single,secondary,no,no
33433,32,admin.,single,secondary,no,no
33434,30,student,single,secondary,no,no
33435,43,blue-collar,married,primary,no,no
33436,54,unemployed,divorced,secondary,no,yes
33437,36,management,single,tertiary,no,no
33438,27,blue-collar,married,secondary,no,yes
33439,36,blue-collar,married,secondary,no,no
33440,44,services,married,secondary,no,no
33441,48,admin.,married,secondary,no,no
33442,38,entrepreneur,married,secondary,no,no
33443,40,services,married,secondary,no,no
33444,38,technician,single,secondary,no,no
33445,34,technician,divorced,secondary,no,no
33446,25,student,single,secondary,no,no
33447,69,retired,married,tertiary,no,no
33448,32,management,single,tertiary,no,no
33449,37,blue-collar,single,secondary,no,no
33450,29,services,married,secondary,no,no
33451,47,housemaid,married,primary,no,no
33452,36,management,single,tertiary,no,no
33453,35,technician,married,tertiary,no,no
33454,30,technician,married,secondary,no,no
33455,73,retired,married,primary,no,yes
33456,30,admin.,married,secondary,no,no
33457,37,management,married,secondary,no,no
33458,33,blue-collar,single,primary,no,no
33459,54,blue-collar,married,primary,no,no
33460,33,management,single,tertiary,no,yes
33461,32,technician,single,tertiary,no,no
33462,39,management,married,secondary,no,no
33463,32,technician,married,secondary,no,no
33464,45,unemployed,divorced,primary,no,no
33465,37,blue-collar,married,secondary,no,no
33466,58,services,single,secondary,no,no
33467,37,technician,married,secondary,no,no
33468,31,admin.,married,secondary,no,no
33469,37,blue-collar,married,secondary,no,no
33470,35,blue-collar,single,secondary,no,no
33471,36,entrepreneur,married,tertiary,no,no
33472,37,blue-collar,married,primary,no,no
33473,33,services,single,secondary,no,no
33474,28,unemployed,married,secondary,no,no
33475,44,blue-collar,married,unknown,no,no
33476,44,blue-collar,married,primary,no,no
33477,29,blue-collar,single,secondary,no,no
33478,43,self-employed,married,secondary,no,no
33479,64,retired,married,secondary,no,yes
33480,42,technician,married,secondary,no,no
33481,38,management,single,tertiary,no,no
33482,46,admin.,married,secondary,no,no
33483,38,blue-collar,married,secondary,no,no
33484,51,entrepreneur,married,tertiary,no,yes
33485,34,blue-collar,single,secondary,no,no
33486,33,blue-collar,married,secondary,no,no
33487,45,admin.,married,unknown,no,no
33488,49,technician,married,tertiary,no,yes
33489,40,blue-collar,married,primary,no,no
33490,30,technician,single,secondary,no,no
33491,45,management,married,tertiary,no,no
33492,51,admin.,married,secondary,no,no
33493,32,management,single,tertiary,no,yes
33494,34,technician,single,secondary,no,no
33495,48,services,married,secondary,no,no
33496,53,blue-collar,married,primary,no,no
33497,33,unemployed,married,primary,no,no
33498,35,blue-collar,single,primary,no,no
33499,31,management,married,tertiary,no,no
33500,34,blue-collar,married,secondary,no,no
33501,31,technician,single,secondary,no,no
33502,39,management,single,tertiary,no,no
33503,21,student,single,primary,no,no
33504,45,services,single,secondary,no,no
33505,33,technician,married,secondary,no,yes
33506,33,technician,married,secondary,no,no
33507,53,management,married,secondary,no,no
33508,26,services,single,secondary,no,yes
33509,33,blue-collar,married,secondary,no,yes
33510,32,technician,single,secondary,no,yes
33511,34,management,married,tertiary,no,no
33512,37,management,single,tertiary,no,yes
33513,48,technician,married,secondary,no,no
33514,37,services,married,secondary,no,no
33515,38,management,married,tertiary,no,no
33516,36,management,married,tertiary,no,no
33517,35,blue-collar,single,tertiary,no,no
33518,29,management,single,tertiary,no,yes
33519,32,blue-collar,married,secondary,no,no
33520,40,blue-collar,single,primary,no,no
33521,58,services,divorced,secondary,no,no
33522,27,services,single,secondary,no,no
33523,37,management,married,tertiary,no,no
33524,37,technician,divorced,secondary,no,no
33525,33,management,married,secondary,no,no
33526,48,admin.,single,secondary,no,no
33527,53,retired,married,secondary,no,no
33528,56,blue-collar,divorced,secondary,no,no
33529,27,blue-collar,married,secondary,no,no
33530,36,admin.,married,secondary,no,no
33531,33,blue-collar,married,primary,no,no
33532,52,blue-collar,married,secondary,no,no
33533,45,services,married,primary,no,no
33534,34,admin.,married,secondary,no,no
33535,42,blue-collar,married,primary,no,no
33536,41,blue-collar,divorced,primary,no,yes
33537,42,blue-collar,married,primary,no,no
33538,60,retired,married,tertiary,no,no
33539,39,services,single,secondary,no,no
33540,29,blue-collar,divorced,secondary,no,no
33541,39,blue-collar,married,secondary,no,no
33542,28,technician,married,tertiary,no,no
33543,38,management,married,tertiary,no,no
33544,39,self-employed,single,tertiary,no,no
33545,35,blue-collar,single,secondary,no,no
33546,48,services,married,secondary,no,no
33547,28,technician,married,tertiary,no,no
33548,37,services,married,secondary,no,no
33549,28,admin.,married,secondary,no,no
33550,49,management,married,tertiary,no,no
33551,29,blue-collar,married,secondary,no,no
33552,28,blue-collar,married,secondary,no,no
33553,46,blue-collar,married,primary,no,no
33554,43,services,divorced,secondary,no,no
33555,35,technician,single,secondary,no,no
33556,33,management,married,secondary,no,no
33557,41,blue-collar,married,primary,no,no
33558,34,blue-collar,married,secondary,no,no
33559,45,blue-collar,married,primary,no,no
33560,22,technician,single,secondary,no,no
33561,30,technician,single,secondary,no,no
33562,33,services,divorced,secondary,no,no
33563,38,technician,divorced,tertiary,no,no
33564,32,services,single,secondary,no,no
33565,36,admin.,married,secondary,no,no
33566,33,blue-collar,married,secondary,no,no
33567,48,unemployed,married,secondary,no,no
33568,38,services,married,secondary,no,no
33569,37,technician,single,secondary,no,no
33570,36,housemaid,divorced,secondary,no,no
33571,40,management,married,tertiary,no,no
33572,37,blue-collar,married,secondary,no,no
33573,29,management,single,tertiary,no,no
33574,40,management,single,tertiary,no,no
33575,35,self-employed,married,secondary,no,no
33576,45,services,single,secondary,no,no
33577,30,management,single,tertiary,no,no
33578,34,technician,single,tertiary,no,no
33579,53,blue-collar,married,primary,no,no
33580,34,blue-collar,married,secondary,no,no
33581,34,management,divorced,tertiary,no,no
33582,55,admin.,married,secondary,no,no
33583,32,entrepreneur,married,tertiary,no,no
33584,32,blue-collar,married,secondary,no,no
33585,36,management,married,tertiary,no,no
33586,35,services,single,secondary,no,no
33587,42,blue-collar,married,primary,no,no
33588,31,admin.,divorced,secondary,no,no
33589,32,management,single,tertiary,no,no
33590,57,admin.,married,secondary,no,no
33591,37,blue-collar,married,secondary,no,no
33592,34,blue-collar,married,primary,no,no
33593,46,admin.,single,secondary,no,no
33594,41,management,married,tertiary,no,no
33595,23,blue-collar,single,secondary,no,no
33596,27,admin.,married,primary,no,no
33597,43,blue-collar,married,secondary,no,no
33598,27,blue-collar,single,secondary,no,no
33599,50,services,married,secondary,no,no
33600,43,blue-collar,divorced,secondary,no,no
33601,32,management,married,tertiary,no,no
33602,32,technician,married,unknown,no,no
33603,28,technician,married,secondary,no,no
33604,35,technician,single,secondary,no,no
33605,32,blue-collar,single,secondary,no,no
33606,38,technician,married,secondary,no,no
33607,54,blue-collar,married,primary,no,no
33608,31,entrepreneur,single,tertiary,no,no
33609,45,services,married,primary,no,no
33610,42,admin.,married,secondary,no,no
33611,29,services,single,secondary,no,no
33612,30,services,single,secondary,no,no
33613,39,student,single,tertiary,no,no
33614,55,services,married,secondary,no,no
33615,48,services,married,secondary,no,no
33616,42,management,divorced,secondary,no,no
33617,46,blue-collar,married,primary,no,no
33618,35,blue-collar,married,secondary,no,no
33619,51,management,married,secondary,no,no
33620,32,technician,single,tertiary,no,no
33621,37,technician,single,secondary,no,no
33622,34,management,single,tertiary,no,no
33623,42,blue-collar,married,secondary,no,no
33624,32,services,married,secondary,no,no
33625,56,blue-collar,married,primary,no,no
33626,51,blue-collar,married,primary,no,no
33627,37,blue-collar,single,secondary,no,no
33628,34,services,married,secondary,no,no
33629,39,blue-collar,married,unknown,no,yes
33630,35,blue-collar,married,secondary,no,no
33631,48,admin.,divorced,secondary,no,no
33632,46,entrepreneur,married,secondary,no,no
33633,44,management,single,secondary,no,no
33634,34,services,married,secondary,no,no
33635,36,services,married,secondary,no,no
33636,35,entrepreneur,married,tertiary,no,no
33637,38,management,married,secondary,no,no
33638,46,technician,married,unknown,no,no
33639,47,services,married,secondary,no,no
33640,34,management,married,tertiary,no,no
33641,29,services,married,secondary,no,no
33642,29,blue-collar,married,secondary,no,no
33643,45,technician,married,primary,no,no
33644,33,technician,single,secondary,no,no
33645,44,services,married,secondary,no,no
33646,48,admin.,single,secondary,no,no
33647,28,technician,single,tertiary,no,no
33648,33,admin.,married,secondary,no,no
33649,38,services,divorced,primary,no,no
33650,41,blue-collar,married,secondary,no,no
33651,35,technician,married,secondary,no,no
33652,29,blue-collar,married,secondary,no,no
33653,47,admin.,married,secondary,no,no
33654,33,admin.,single,secondary,no,no
33655,38,management,single,tertiary,no,no
33656,52,admin.,divorced,secondary,no,no
33657,29,admin.,married,primary,no,no
33658,33,blue-collar,single,secondary,no,no
33659,33,technician,married,secondary,no,no
33660,37,management,divorced,secondary,no,no
33661,33,admin.,divorced,tertiary,no,no
33662,36,entrepreneur,married,tertiary,no,no
33663,50,blue-collar,married,primary,no,no
33664,35,blue-collar,married,secondary,no,no
33665,37,services,married,secondary,no,no
33666,34,services,married,secondary,no,no
33667,43,blue-collar,married,secondary,no,no
33668,35,blue-collar,married,secondary,no,no
33669,42,management,married,tertiary,no,no
33670,32,management,married,tertiary,no,no
33671,26,student,single,tertiary,no,no
33672,37,blue-collar,married,secondary,no,no
33673,34,services,married,secondary,no,no
33674,27,blue-collar,single,primary,no,no
33675,36,self-employed,single,secondary,no,no
33676,34,management,single,tertiary,no,no
33677,40,blue-collar,married,primary,no,no
33678,38,technician,married,tertiary,no,no
33679,58,management,married,secondary,no,no
33680,38,services,married,secondary,no,no
33681,55,admin.,single,secondary,no,no
33682,32,blue-collar,married,secondary,no,no
33683,35,technician,married,secondary,no,no
33684,39,blue-collar,married,primary,no,no
33685,38,management,single,tertiary,no,no
33686,28,blue-collar,married,primary,no,no
33687,34,technician,married,secondary,no,no
33688,24,student,single,secondary,no,yes
33689,36,blue-collar,single,secondary,no,no
33690,35,technician,single,secondary,no,no
33691,37,blue-collar,divorced,secondary,no,yes
33692,35,management,single,tertiary,no,yes
33693,26,student,single,tertiary,no,yes
33694,57,management,married,primary,no,no
33695,30,technician,single,tertiary,no,no
33696,27,admin.,single,tertiary,no,no
33697,29,technician,single,secondary,no,yes
33698,63,retired,married,unknown,no,yes
33699,95,retired,divorced,primary,no,yes
33700,65,retired,married,tertiary,no,yes
33701,37,admin.,married,secondary,no,no
33702,55,blue-collar,married,primary,no,no
33703,59,technician,married,secondary,no,yes
33704,35,management,single,tertiary,no,yes
33705,32,management,single,tertiary,no,no
33706,74,retired,married,secondary,no,yes
33707,56,unemployed,married,primary,no,yes
33708,58,admin.,married,secondary,no,no
33709,34,services,married,secondary,no,no
33710,71,retired,married,tertiary,no,no
33711,37,management,married,tertiary,no,no
33712,59,retired,married,secondary,no,no
33713,26,student,single,tertiary,no,yes
33714,46,management,divorced,tertiary,no,no
33715,30,blue-collar,single,unknown,no,yes
33716,29,self-employed,married,secondary,no,yes
33717,67,retired,single,tertiary,no,yes
33718,31,management,single,tertiary,no,yes
33719,78,retired,married,primary,no,yes
33720,45,unknown,divorced,unknown,no,yes
33721,29,blue-collar,single,secondary,no,yes
33722,39,admin.,married,tertiary,no,yes
33723,45,management,married,tertiary,no,yes
33724,37,management,married,tertiary,no,no
33725,63,admin.,married,secondary,no,no
33726,30,student,single,primary,no,no
33727,39,admin.,single,secondary,no,no
33728,44,technician,single,unknown,no,no
33729,71,retired,divorced,tertiary,no,no
33730,29,management,married,tertiary,no,no
33731,66,blue-collar,married,primary,no,no
33732,31,management,married,tertiary,no,no
33733,45,technician,married,tertiary,no,yes
33734,32,management,single,tertiary,no,yes
33735,36,student,single,secondary,no,yes
33736,41,unknown,single,unknown,no,yes
33737,38,technician,married,secondary,no,yes
33738,34,management,married,tertiary,no,no
33739,41,management,divorced,tertiary,no,yes
33740,64,technician,married,tertiary,no,no
33741,64,management,married,tertiary,no,no
33742,32,technician,single,tertiary,no,yes
33743,69,housemaid,married,primary,no,no
33744,33,admin.,married,tertiary,no,yes
33745,39,services,married,secondary,no,no
33746,30,services,married,tertiary,no,yes
33747,65,retired,married,primary,no,yes
33748,45,admin.,divorced,primary,no,yes
33749,42,self-employed,married,tertiary,no,no
33750,66,retired,married,tertiary,no,no
33751,75,retired,married,tertiary,no,yes
33752,75,admin.,married,unknown,no,no
33753,65,management,divorced,tertiary,no,yes
33754,53,management,married,tertiary,no,yes
33755,40,management,married,primary,no,yes
33756,69,retired,divorced,tertiary,no,yes
33757,27,blue-collar,single,secondary,no,yes
33758,52,admin.,married,secondary,no,no
33759,31,admin.,single,tertiary,no,yes
33760,25,student,single,secondary,no,yes
33761,34,management,married,tertiary,no,no
33762,30,admin.,single,secondary,no,no
33763,31,self-employed,single,tertiary,no,no
33764,37,technician,married,secondary,no,yes
33765,32,management,single,tertiary,no,yes
33766,82,retired,married,unknown,no,no
33767,53,retired,married,secondary,no,yes
33768,45,management,married,tertiary,no,yes
33769,45,unemployed,married,secondary,no,no
33770,35,management,married,tertiary,no,yes
33771,53,admin.,single,secondary,no,no
33772,32,blue-collar,single,secondary,no,no
33773,52,management,married,secondary,no,no
33774,19,student,single,primary,no,no
33775,74,retired,married,primary,no,yes
33776,37,management,married,tertiary,no,yes
33777,81,retired,married,primary,no,no
33778,29,self-employed,married,tertiary,no,no
33779,59,blue-collar,married,primary,no,yes
33780,76,management,married,unknown,no,yes
33781,39,admin.,married,tertiary,no,no
33782,22,admin.,single,secondary,no,no
33783,25,blue-collar,single,secondary,no,yes
33784,62,unemployed,married,secondary,no,no
33785,27,services,single,secondary,no,yes
33786,39,admin.,married,secondary,no,yes
33787,32,admin.,single,secondary,no,no
33788,24,services,single,unknown,no,yes
33789,19,student,single,secondary,no,no
33790,28,blue-collar,single,tertiary,no,yes
33791,67,retired,single,tertiary,no,no
33792,30,admin.,married,secondary,no,no
33793,51,management,married,tertiary,no,yes
33794,66,retired,married,primary,no,yes
33795,28,unemployed,single,primary,no,yes
33796,49,management,single,tertiary,no,no
33797,34,technician,single,tertiary,no,no
33798,29,management,single,tertiary,no,yes
33799,43,admin.,married,secondary,no,no
33800,46,services,single,unknown,no,no
33801,33,services,single,tertiary,no,no
33802,30,management,single,tertiary,no,yes
33803,72,retired,married,primary,no,yes
33804,27,management,single,tertiary,no,no
33805,58,blue-collar,married,secondary,no,yes
33806,52,admin.,married,secondary,no,no
33807,35,technician,single,secondary,no,no
33808,32,management,single,tertiary,no,yes
33809,31,technician,single,tertiary,no,yes
33810,75,retired,divorced,primary,no,no
33811,72,retired,married,primary,no,no
33812,36,admin.,married,secondary,no,no
33813,29,management,married,tertiary,no,no
33814,23,student,single,tertiary,no,no
33815,71,technician,married,tertiary,no,yes
33816,41,unemployed,married,secondary,no,no
33817,30,student,single,secondary,no,no
33818,37,admin.,married,tertiary,no,yes
33819,53,admin.,divorced,tertiary,no,no
33820,24,student,single,tertiary,no,yes
33821,31,management,married,tertiary,no,no
33822,25,services,single,secondary,no,no
33823,56,management,divorced,tertiary,no,yes
33824,65,retired,married,primary,no,yes
33825,26,admin.,single,tertiary,no,no
33826,57,management,married,tertiary,no,no
33827,72,self-employed,married,tertiary,no,yes
33828,52,admin.,divorced,tertiary,no,no
33829,44,management,married,tertiary,no,no
33830,55,management,married,tertiary,no,no
33831,33,technician,married,unknown,no,no
33832,51,admin.,single,secondary,no,yes
33833,54,admin.,married,secondary,no,no
33834,24,self-employed,single,tertiary,no,yes
33835,35,self-employed,married,tertiary,no,no
33836,30,admin.,single,secondary,no,no
33837,46,management,married,tertiary,no,no
33838,35,technician,married,tertiary,no,no
33839,36,housemaid,married,primary,no,no
33840,55,services,married,secondary,no,no
33841,42,admin.,married,secondary,no,no
33842,60,technician,married,primary,no,no
33843,47,management,divorced,tertiary,no,no
33844,42,blue-collar,married,primary,no,no
33845,70,retired,divorced,primary,no,no
33846,77,retired,married,secondary,no,no
33847,62,retired,married,secondary,no,no
33848,34,technician,married,tertiary,no,no
33849,68,retired,married,secondary,no,no
33850,33,blue-collar,single,tertiary,no,no
33851,31,admin.,married,tertiary,no,no
33852,35,blue-collar,married,secondary,no,yes
33853,34,blue-collar,married,secondary,no,yes
33854,29,admin.,married,secondary,no,yes
33855,25,technician,single,tertiary,no,no
33856,62,blue-collar,married,primary,no,no
33857,31,management,single,tertiary,no,no
33858,26,management,single,tertiary,no,no
33859,58,technician,married,secondary,no,no
33860,73,retired,married,primary,no,no
33861,30,technician,single,tertiary,no,yes
33862,28,entrepreneur,single,tertiary,no,no
33863,47,housemaid,married,secondary,no,no
33864,34,management,single,tertiary,no,no
33865,41,management,married,tertiary,no,no
33866,35,technician,married,secondary,no,no
33867,46,self-employed,single,secondary,no,yes
33868,39,technician,single,secondary,no,yes
33869,30,admin.,single,secondary,no,no
33870,45,management,married,tertiary,no,yes
33871,28,admin.,single,secondary,no,yes
33872,52,unemployed,married,secondary,no,yes
33873,59,retired,married,primary,no,yes
33874,29,management,married,tertiary,no,no
33875,35,admin.,single,tertiary,no,no
33876,38,services,married,secondary,no,yes
33877,47,technician,married,secondary,no,yes
33878,52,unemployed,married,secondary,no,no
33879,52,management,married,tertiary,no,yes
33880,28,technician,single,secondary,no,no
33881,38,management,married,tertiary,no,yes
33882,29,student,single,secondary,no,yes
33883,41,management,married,tertiary,no,no
33884,36,unemployed,single,tertiary,no,yes
33885,55,retired,married,secondary,no,no
33886,58,retired,married,tertiary,no,yes
33887,31,technician,married,tertiary,no,yes
33888,51,housemaid,married,primary,no,no
33889,30,services,single,tertiary,no,no
33890,59,retired,divorced,secondary,no,yes
33891,48,admin.,married,secondary,no,no
33892,27,management,single,tertiary,no,no
33893,59,retired,married,unknown,no,no
33894,47,blue-collar,married,secondary,no,yes
33895,26,student,single,unknown,no,no
33896,31,technician,single,secondary,no,no
33897,36,admin.,married,secondary,no,yes
33898,33,management,married,tertiary,no,no
33899,39,technician,divorced,secondary,no,no
33900,34,student,married,unknown,no,no
33901,42,services,single,secondary,no,no
33902,45,management,married,tertiary,no,yes
33903,49,technician,married,secondary,no,no
33904,43,admin.,married,tertiary,no,no
33905,28,management,single,tertiary,no,no
33906,27,student,single,tertiary,no,no
33907,21,student,single,secondary,no,yes
33908,23,student,single,secondary,no,yes
33909,47,blue-collar,married,secondary,no,yes
33910,26,student,single,secondary,no,no
33911,29,management,single,tertiary,no,yes
33912,25,management,single,tertiary,no,yes
33913,60,housemaid,married,primary,no,yes
33914,37,technician,married,secondary,no,yes
33915,42,technician,single,unknown,no,yes
33916,59,management,married,tertiary,no,no
33917,49,admin.,married,secondary,no,yes
33918,33,admin.,married,secondary,no,yes
33919,59,technician,married,secondary,no,yes
33920,58,management,divorced,tertiary,no,yes
33921,44,blue-collar,married,unknown,no,yes
33922,48,blue-collar,married,secondary,no,yes
33923,33,student,single,unknown,no,no
33924,29,management,single,tertiary,no,no
33925,30,technician,married,tertiary,no,no
33926,48,unemployed,married,secondary,no,no
33927,34,self-employed,married,primary,no,yes
33928,32,admin.,married,secondary,no,yes
33929,42,technician,married,unknown,no,yes
33930,54,admin.,divorced,secondary,no,yes
33931,42,technician,married,tertiary,no,yes
33932,36,management,married,tertiary,no,no
33933,42,blue-collar,married,primary,no,yes
33934,33,management,married,tertiary,no,no
33935,27,admin.,single,tertiary,no,no
33936,32,services,married,secondary,no,no
33937,44,self-employed,divorced,tertiary,no,yes
33938,37,blue-collar,married,secondary,no,yes
33939,37,management,divorced,tertiary,no,no
33940,60,retired,married,secondary,no,no
33941,35,admin.,married,secondary,no,no
33942,29,admin.,single,secondary,no,no
33943,29,student,single,secondary,no,yes
33944,47,unknown,married,unknown,no,yes
33945,47,retired,divorced,tertiary,no,no
33946,26,self-employed,single,tertiary,no,yes
33947,46,blue-collar,married,secondary,no,no
33948,24,management,single,tertiary,no,yes
33949,34,admin.,single,secondary,no,yes
33950,27,technician,single,tertiary,no,no
33951,55,retired,married,tertiary,no,no
33952,52,management,single,tertiary,no,no
33953,30,management,single,tertiary,no,yes
33954,26,self-employed,single,tertiary,no,no
33955,32,services,married,secondary,no,no
33956,45,self-employed,married,secondary,no,no
33957,36,technician,married,secondary,no,no
33958,33,management,married,tertiary,no,no
33959,46,technician,married,secondary,no,yes
33960,34,services,married,secondary,no,yes
33961,31,management,married,tertiary,no,yes
33962,38,unemployed,married,tertiary,no,yes
33963,59,retired,married,secondary,no,yes
33964,51,technician,married,tertiary,no,no
33965,35,management,single,tertiary,no,yes
33966,25,management,single,tertiary,no,no
33967,33,technician,married,tertiary,no,yes
33968,35,management,married,tertiary,no,yes
33969,40,management,married,tertiary,no,no
33970,39,blue-collar,married,secondary,no,no
33971,28,student,single,secondary,no,no
33972,33,admin.,married,secondary,no,no
33973,29,management,married,secondary,no,no
33974,56,management,married,tertiary,no,yes
33975,31,blue-collar,single,secondary,no,no
33976,58,management,married,tertiary,no,no
33977,26,admin.,single,secondary,no,no
33978,57,retired,married,tertiary,no,no
33979,55,management,divorced,tertiary,no,no
33980,26,retired,single,secondary,no,no
33981,28,unemployed,single,secondary,no,no
33982,37,management,married,tertiary,no,yes
33983,33,admin.,married,secondary,no,yes
33984,43,unemployed,divorced,secondary,no,yes
33985,35,admin.,single,tertiary,no,yes
33986,31,admin.,single,secondary,no,yes
33987,54,housemaid,married,secondary,yes,no
33988,26,technician,single,tertiary,no,no
33989,60,retired,married,primary,no,no
33990,30,technician,single,tertiary,no,no
33991,57,admin.,married,secondary,no,no
33992,38,technician,single,tertiary,no,yes
33993,36,self-employed,single,tertiary,no,no
33994,33,blue-collar,single,unknown,no,yes
33995,55,unknown,married,tertiary,no,no
33996,29,management,single,tertiary,no,no
33997,60,retired,married,unknown,no,no
33998,29,technician,single,tertiary,no,no
33999,29,technician,married,tertiary,no,no
34000,53,admin.,divorced,secondary,no,no
34001,46,services,married,secondary,no,yes
34002,37,unemployed,married,tertiary,no,no
34003,42,management,married,tertiary,no,yes
34004,32,technician,single,tertiary,no,no
34005,31,management,married,tertiary,no,yes
34006,34,management,married,tertiary,no,no
34007,33,management,married,tertiary,no,yes
34008,29,management,married,tertiary,no,no
34009,37,management,married,tertiary,no,yes
34010,31,services,married,secondary,no,no
34011,53,management,married,tertiary,no,yes
34012,23,management,single,tertiary,no,no
34013,53,services,married,secondary,no,yes
34014,32,technician,single,tertiary,no,no
34015,30,admin.,single,secondary,no,no
34016,45,technician,married,tertiary,no,no
34017,31,management,single,tertiary,no,yes
34018,26,admin.,single,secondary,no,yes
34019,31,technician,married,secondary,no,no
34020,30,technician,single,secondary,no,yes
34021,24,admin.,single,secondary,no,yes
34022,33,management,single,tertiary,no,no
34023,56,management,divorced,unknown,no,no
34024,28,management,single,tertiary,no,yes
34025,59,admin.,married,secondary,no,no
34026,20,student,single,secondary,no,yes
34027,28,blue-collar,married,secondary,no,no
34028,26,unemployed,single,tertiary,no,yes
34029,35,technician,married,secondary,no,yes
34030,32,management,single,tertiary,no,no
34031,29,admin.,single,secondary,no,no
34032,28,technician,single,secondary,no,yes
34033,58,retired,married,secondary,no,no
34034,32,management,married,tertiary,no,no
34035,30,admin.,single,secondary,no,yes
34036,25,admin.,single,secondary,no,no
34037,32,management,married,tertiary,no,yes
34038,33,management,married,tertiary,no,yes
34039,36,self-employed,single,tertiary,no,no
34040,31,management,single,tertiary,no,no
34041,31,services,single,secondary,no,no
34042,38,blue-collar,single,secondary,no,no
34043,32,admin.,divorced,secondary,no,no
34044,29,technician,married,secondary,no,no
34045,38,housemaid,married,primary,no,yes
34046,52,self-employed,married,tertiary,no,yes
34047,38,management,married,tertiary,no,yes
34048,31,management,single,tertiary,no,no
34049,41,unemployed,divorced,primary,no,no
34050,34,self-employed,single,tertiary,no,yes
34051,29,technician,single,secondary,no,yes
34052,26,student,single,tertiary,no,no
34053,55,management,single,tertiary,no,no
34054,58,retired,married,primary,no,no
34055,30,management,single,tertiary,no,yes
34056,56,management,married,tertiary,no,no
34057,37,management,married,tertiary,no,no
34058,40,admin.,divorced,secondary,no,yes
34059,23,technician,single,unknown,no,no
34060,44,technician,married,tertiary,no,no
34061,31,services,single,secondary,no,yes
34062,24,student,single,primary,no,yes
34063,25,management,single,tertiary,no,yes
34064,47,management,single,tertiary,no,yes
34065,34,self-employed,married,tertiary,no,no
34066,33,student,single,unknown,no,yes
34067,34,admin.,single,tertiary,no,yes
34068,47,technician,married,secondary,no,no
34069,36,technician,single,tertiary,no,yes
34070,25,technician,married,tertiary,no,no
34071,50,management,married,tertiary,no,yes
34072,31,self-employed,single,tertiary,no,no
34073,34,management,single,tertiary,no,yes
34074,31,services,single,tertiary,no,no
34075,54,technician,divorced,secondary,no,yes
34076,32,management,single,tertiary,no,no
34077,38,management,divorced,secondary,no,yes
34078,53,blue-collar,married,secondary,no,no
34079,56,retired,married,primary,no,no
34080,47,technician,married,tertiary,no,yes
34081,31,admin.,married,secondary,no,yes
34082,36,management,married,tertiary,no,yes
34083,58,unemployed,married,secondary,no,yes
34084,25,student,single,secondary,no,no
34085,35,services,married,unknown,no,yes
34086,43,blue-collar,married,secondary,no,no
34087,28,student,single,tertiary,no,yes
34088,53,unemployed,married,primary,no,no
34089,25,student,single,secondary,no,yes
34090,51,management,single,tertiary,no,no
34091,52,blue-collar,married,secondary,no,no
