,balance,housing,loan,contact,day,y
40774,3075,no,no,telephone,10,no
40775,1693,no,no,cellular,10,no
40776,218,yes,yes,cellular,10,no
40777,10884,no,no,cellular,10,yes
40778,2,no,no,cellular,10,no
40779,697,no,no,cellular,10,yes
40780,0,no,no,cellular,10,no
40781,0,no,no,cellular,10,yes
40782,538,no,no,cellular,11,no
40783,3857,yes,no,cellular,11,no
40784,1995,yes,no,cellular,11,no
40785,4092,no,no,telephone,11,no
40786,6236,no,no,cellular,11,no
40787,423,no,no,cellular,11,no
40788,2427,no,no,telephone,11,no
40789,13297,no,no,cellular,11,no
40790,4365,no,no,cellular,11,no
40791,199,no,no,cellular,11,no
40792,683,no,no,telephone,11,no
40793,201,yes,no,cellular,11,yes
40794,504,no,no,cellular,11,no
40795,-32,no,yes,cellular,11,no
40796,2376,no,no,cellular,11,no
40797,73,yes,no,cellular,11,no
40798,1559,no,no,cellular,11,no
40799,190,no,no,cellular,11,yes
40800,94,yes,no,cellular,11,yes
40801,2929,no,no,cellular,11,no
40802,130,no,no,telephone,11,no
40803,1215,no,no,cellular,11,no
40804,5916,no,no,cellular,11,no
40805,3450,no,no,cellular,11,no
40806,1108,no,no,cellular,11,no
40807,1311,no,no,cellular,11,yes
40808,589,yes,no,cellular,11,yes
40809,1853,no,no,cellular,11,yes
40810,4401,no,no,telephone,11,yes
40811,199,yes,yes,cellular,11,no
40812,201,no,no,cellular,11,yes
40813,533,no,no,cellular,11,yes
40814,6573,yes,no,cellular,11,no
40815,2557,yes,no,cellular,11,yes
40816,631,no,no,telephone,11,no
40817,131,yes,no,cellular,11,no
40818,620,no,no,cellular,11,no
40819,789,yes,yes,cellular,11,no
40820,3840,yes,no,cellular,11,yes
40821,53,no,no,cellular,11,no
40822,280,no,no,cellular,11,no
40823,1923,no,no,cellular,11,no
40824,994,yes,no,cellular,11,yes
40825,96,no,no,cellular,11,yes
40826,630,no,no,cellular,11,no
40827,661,yes,no,cellular,11,no
40828,1600,yes,yes,cellular,11,yes
40829,100,yes,no,cellular,11,yes
40830,238,no,no,cellular,11,no
40831,1435,yes,no,cellular,11,no
40832,1199,no,yes,telephone,11,no
40833,260,yes,no,cellular,11,yes
40834,357,yes,no,cellular,11,no
40835,1013,yes,no,cellular,11,yes
40836,125,no,no,cellular,11,no
40837,1165,no,no,cellular,11,no
40838,0,no,no,telephone,11,no
40839,437,yes,no,cellular,11,no
40840,413,yes,no,cellular,11,yes
40841,60,yes,yes,cellular,11,no
40842,480,no,no,cellular,11,no
40843,4321,no,no,cellular,11,no
40844,2155,no,yes,cellular,11,no
40845,4290,no,no,telephone,11,no
40846,539,no,no,cellular,11,no
40847,312,no,no,cellular,11,no
40848,0,no,no,cellular,12,no
40849,1646,no,no,cellular,12,no
40850,5291,no,no,cellular,12,no
40851,261,no,no,cellular,12,no
40852,0,no,no,telephone,12,no
40853,631,no,no,cellular,12,yes
40854,3283,no,no,cellular,12,yes
40855,1153,no,no,cellular,12,no
40856,393,yes,no,cellular,12,no
40857,1070,yes,no,cellular,12,yes
40858,141,no,no,cellular,12,no
40859,886,no,no,cellular,12,no
40860,5296,no,no,telephone,12,no
40861,181,no,no,cellular,12,yes
40862,484,yes,no,cellular,12,yes
40863,123,no,no,telephone,12,yes
40864,20422,no,no,cellular,12,no
40865,353,no,no,cellular,12,yes
40866,474,no,no,cellular,12,no
40867,0,yes,no,cellular,12,no
40868,2794,no,no,cellular,12,yes
40869,3850,yes,no,cellular,12,yes
40870,182,no,no,cellular,12,no
40871,245,yes,yes,cellular,12,no
40872,2970,no,no,cellular,12,yes
40873,6991,no,no,cellular,12,yes
40874,29,no,no,cellular,12,yes
40875,11219,no,no,cellular,12,no
40876,2223,no,no,cellular,12,yes
40877,3138,no,no,cellular,12,no
40878,27696,no,no,cellular,12,yes
40879,116,no,no,cellular,12,yes
40880,280,no,no,cellular,12,no
40881,16,no,no,cellular,12,no
40882,341,no,no,cellular,12,no
40883,3420,no,no,telephone,12,no
40884,2987,yes,no,cellular,12,yes
40885,2408,no,no,cellular,12,no
40886,2,no,no,cellular,12,yes
40887,608,no,no,cellular,12,yes
40888,1331,no,no,cellular,12,no
40889,1679,no,no,cellular,12,yes
40890,3954,yes,no,cellular,12,no
40891,300,no,no,cellular,12,no
40892,256,yes,no,cellular,12,no
40893,48,yes,no,cellular,12,yes
40894,1806,yes,no,cellular,12,no
40895,2088,yes,no,cellular,12,no
40896,0,no,no,telephone,12,no
40897,386,no,no,cellular,12,no
40898,7252,no,no,cellular,12,no
40899,422,no,no,cellular,12,no
40900,1299,no,no,cellular,12,no
40901,1904,no,no,telephone,12,no
40902,113,no,no,cellular,12,yes
40903,3636,no,no,cellular,12,no
40904,462,no,no,cellular,12,yes
40905,50,yes,no,cellular,12,no
40906,476,yes,no,cellular,12,no
40907,324,no,no,cellular,12,no
40908,498,no,no,cellular,12,yes
40909,1502,no,no,cellular,12,no
40910,1610,no,no,cellular,12,no
40911,7633,no,no,cellular,12,no
40912,415,no,no,cellular,12,no
40913,86,no,no,cellular,12,no
40914,5802,no,no,cellular,12,no
40915,279,no,no,telephone,12,no
40916,354,no,no,cellular,12,no
40917,2643,no,no,cellular,12,yes
40918,4401,no,no,cellular,12,no
40919,0,no,no,cellular,12,no
40920,334,no,no,cellular,12,no
40921,1370,no,no,cellular,12,no
40922,163,yes,no,cellular,12,no
40923,905,no,no,cellular,12,no
40924,442,yes,no,cellular,12,no
40925,1337,no,no,cellular,12,yes
40926,2305,no,no,cellular,12,no
40927,56,no,no,cellular,12,no
40928,1818,yes,yes,cellular,12,no
40929,1040,no,no,telephone,12,no
40930,1643,no,no,cellular,12,no
40931,238,yes,no,cellular,12,no
40932,291,no,no,cellular,12,no
40933,6843,no,no,cellular,12,no
40934,374,no,no,telephone,12,no
40935,1812,no,no,cellular,12,no
40936,2474,yes,no,cellular,12,no
40937,2064,no,no,cellular,12,no
40938,1159,no,no,cellular,12,no
40939,3271,no,no,cellular,12,no
40940,618,no,no,cellular,12,yes
40941,1246,yes,no,cellular,12,no
40942,451,no,no,cellular,12,yes
40943,10373,no,no,cellular,12,no
40944,6797,no,no,cellular,12,no
40945,1471,no,no,cellular,12,no
40946,5805,no,no,cellular,13,no
40947,0,no,no,telephone,13,yes
40948,11,no,no,cellular,13,yes
40949,0,no,no,cellular,13,no
40950,4,no,no,cellular,13,no
40951,696,no,yes,cellular,13,no
40952,1165,yes,no,cellular,13,yes
40953,1785,no,no,cellular,13,no
40954,699,no,no,cellular,13,yes
40955,0,no,no,telephone,13,no
40956,1146,no,no,cellular,13,no
40957,3,no,no,cellular,13,no
40958,2465,no,no,cellular,13,yes
40959,1388,yes,no,cellular,13,no
40960,5,yes,yes,cellular,13,no
40961,41,yes,no,cellular,13,yes
40962,99,no,no,cellular,13,no
40963,-8,no,no,cellular,13,no
40964,35,no,no,cellular,13,yes
40965,802,yes,no,cellular,13,no
40966,2493,no,no,cellular,13,no
40967,314,no,no,cellular,13,no
40968,341,no,no,cellular,13,yes
40969,3169,no,no,cellular,13,yes
40970,2281,no,no,cellular,13,no
40971,14,no,no,cellular,13,yes
40972,1651,no,no,cellular,13,no
40973,0,no,no,cellular,13,no
40974,611,no,no,cellular,13,no
40975,1109,no,no,cellular,13,no
40976,4785,no,no,cellular,13,no
40977,24,yes,no,cellular,13,no
40978,610,no,no,cellular,13,no
40979,523,no,no,cellular,13,yes
40980,1604,no,no,cellular,13,no
40981,641,yes,no,cellular,13,no
40982,431,no,no,cellular,13,yes
40983,39,no,no,cellular,13,no
40984,616,no,no,cellular,13,yes
40985,1301,no,no,cellular,13,no
40986,2859,yes,no,cellular,13,no
40987,3324,no,no,cellular,13,yes
40988,2079,no,no,cellular,13,no
40989,8066,no,no,telephone,13,no
40990,231,yes,yes,cellular,13,no
40991,0,no,no,cellular,13,no
40992,382,no,no,cellular,13,no
40993,204,no,no,telephone,13,no
40994,3371,yes,yes,cellular,13,no
40995,920,no,no,cellular,13,no
40996,30,no,no,cellular,13,no
40997,691,no,no,cellular,13,no
40998,227,yes,yes,cellular,13,yes
40999,5007,yes,no,cellular,13,no
41000,113,no,no,cellular,13,yes
41001,3160,yes,no,cellular,13,no
41002,4590,yes,no,cellular,13,no
41003,1368,no,no,cellular,13,no
41004,1559,no,no,cellular,13,no
41005,882,no,no,cellular,13,no
41006,473,no,yes,cellular,13,no
41007,166,no,no,cellular,13,no
41008,994,no,no,cellular,13,no
41009,3118,no,no,cellular,13,no
41010,-67,yes,no,cellular,13,no
41011,0,no,no,telephone,13,no
41012,1198,no,no,cellular,13,no
41013,2279,no,no,cellular,13,no
41014,13014,no,no,cellular,13,yes
41015,305,no,no,cellular,13,no
41016,9367,no,no,cellular,13,yes
41017,4233,no,no,cellular,13,no
41018,0,no,no,telephone,13,no
41019,499,yes,no,cellular,13,no
41020,2067,yes,no,cellular,13,yes
41021,376,no,no,cellular,13,yes
41022,842,no,no,cellular,13,yes
41023,1471,yes,yes,cellular,13,no
41024,3115,no,no,telephone,13,no
41025,1228,no,no,cellular,13,no
41026,877,no,no,cellular,13,no
41027,5164,no,no,cellular,13,no
41028,3363,yes,yes,cellular,13,no
41029,6483,no,no,cellular,13,no
41030,1235,no,no,cellular,13,yes
41031,453,no,no,cellular,13,no
41032,1,no,no,telephone,13,yes
41033,1737,no,no,cellular,14,no
41034,1227,no,no,cellular,14,no
41035,775,no,no,cellular,14,yes
41036,6027,no,no,cellular,14,no
41037,10776,no,no,telephone,14,no
41038,1276,no,no,cellular,14,yes
41039,18111,no,no,cellular,14,yes
41040,2026,no,no,cellular,14,no
41041,2301,no,no,cellular,14,no
41042,6844,no,no,cellular,14,no
41043,169,no,no,cellular,14,no
41044,486,no,no,telephone,14,no
41045,775,no,no,cellular,14,no
41046,1433,no,no,cellular,14,no
41047,44,no,no,cellular,14,yes
41048,255,no,no,cellular,14,yes
41049,1778,no,no,cellular,14,no
41050,263,no,no,cellular,14,no
41051,579,no,no,cellular,14,no
41052,926,no,no,cellular,14,yes
41053,4833,no,no,cellular,14,no
41054,3368,no,no,cellular,14,no
41055,5701,no,no,cellular,14,no
41056,1506,no,no,cellular,14,yes
41057,60,no,no,cellular,14,no
41058,373,yes,no,cellular,14,no
41059,777,yes,no,cellular,14,no
41060,332,yes,no,cellular,14,no
41061,846,no,no,cellular,14,no
41062,2843,no,no,cellular,14,yes
41063,47,no,no,cellular,14,no
41064,902,yes,no,cellular,14,no
41065,444,no,no,cellular,14,yes
41066,557,no,no,cellular,14,yes
41067,145,no,no,cellular,14,no
41068,535,no,no,cellular,14,yes
41069,614,no,no,cellular,14,no
41070,2671,no,no,cellular,14,yes
41071,271,yes,no,cellular,14,yes
41072,896,yes,no,cellular,14,yes
41073,272,no,no,cellular,14,yes
41074,479,no,no,telephone,14,no
41075,16432,no,no,cellular,14,no
41076,210,no,no,cellular,14,no
41077,528,no,no,cellular,14,yes
41078,2976,yes,no,cellular,14,no
41079,209,no,no,cellular,14,yes
41080,226,yes,no,cellular,14,yes
41081,12607,no,no,cellular,14,no
41082,1974,no,no,cellular,14,yes
41083,942,yes,no,cellular,14,yes
41084,1228,yes,no,cellular,14,no
41085,336,yes,no,cellular,14,yes
41086,220,yes,no,cellular,14,no
41087,551,yes,no,cellular,14,no
41088,300,no,no,cellular,14,no
41089,4147,no,no,cellular,14,yes
41090,7218,no,no,cellular,14,no
41091,0,no,no,telephone,14,no
41092,11766,yes,no,cellular,14,no
41093,1577,yes,yes,cellular,17,no
41094,8023,no,no,cellular,17,no
41095,-306,yes,no,cellular,17,yes
41096,1179,no,no,cellular,17,no
41097,0,no,no,cellular,17,no
41098,1123,no,no,cellular,17,no
41099,2575,no,no,cellular,17,no
41100,4623,no,no,cellular,17,yes
41101,276,no,no,telephone,17,yes
41102,15265,no,no,cellular,17,no
41103,139,no,no,cellular,17,no
41104,0,no,no,cellular,17,yes
41105,1441,no,no,cellular,17,no
41106,241,yes,no,cellular,17,no
41107,1189,no,no,cellular,17,yes
41108,1227,no,no,telephone,17,no
41109,0,no,no,cellular,17,no
41110,591,yes,no,cellular,17,no
41111,7585,no,no,telephone,17,no
41112,948,yes,no,cellular,17,no
41113,982,yes,no,cellular,17,no
41114,7,no,no,cellular,17,no
41115,431,no,no,cellular,17,yes
41116,2218,yes,no,cellular,17,yes
41117,1394,no,no,cellular,17,no
41118,763,no,no,cellular,17,no
41119,953,yes,no,cellular,17,no
41120,696,no,no,telephone,17,no
41121,1495,no,no,cellular,17,yes
41122,828,yes,no,cellular,17,yes
41123,585,no,no,cellular,17,no
41124,609,no,no,cellular,18,no
41125,556,yes,no,cellular,18,yes
41126,2506,no,no,cellular,18,no
41127,1128,no,no,cellular,18,no
41128,10171,no,no,cellular,18,no
41129,1741,no,no,cellular,18,no
41130,583,no,no,cellular,18,no
41131,12972,no,no,telephone,18,yes
41132,883,no,no,cellular,18,no
41133,3794,no,no,cellular,18,no
41134,948,no,no,telephone,18,yes
41135,48,no,no,cellular,18,yes
41136,0,no,no,cellular,18,no
41137,136,no,no,cellular,18,no
41138,445,no,no,telephone,18,no
41139,0,no,no,cellular,18,yes
41140,3751,yes,no,cellular,18,no
41141,2688,no,no,cellular,18,no
41142,-600,yes,no,cellular,18,no
41143,0,no,no,cellular,18,yes
41144,4083,no,no,cellular,18,no
41145,3812,no,no,cellular,18,no
41146,537,yes,no,cellular,18,yes
41147,1938,no,yes,cellular,18,yes
41148,5,no,no,cellular,18,yes
41149,9131,yes,no,cellular,18,yes
41150,2209,no,no,cellular,18,no
41151,1080,no,no,cellular,18,no
41152,0,no,no,telephone,18,no
41153,443,no,no,cellular,18,yes
41154,629,no,no,cellular,19,no
41155,256,no,no,cellular,19,no
41156,6320,no,no,telephone,19,no
41157,1458,no,no,cellular,19,no
41158,0,no,no,cellular,19,no
41159,132,no,no,cellular,19,yes
41160,1612,no,no,cellular,19,no
41161,4111,no,yes,cellular,19,no
41162,553,no,no,telephone,19,no
41163,3704,no,no,cellular,19,yes
41164,2658,yes,no,cellular,19,yes
41165,3411,no,no,cellular,19,yes
41166,407,yes,yes,cellular,19,no
41167,0,yes,yes,cellular,19,no
41168,1,no,no,cellular,19,yes
41169,10905,no,no,cellular,19,yes
41170,976,no,no,cellular,19,yes
41171,0,no,no,telephone,19,no
41172,2531,no,no,cellular,19,yes
41173,1270,no,no,cellular,19,yes
41174,5359,no,no,cellular,19,yes
41175,139,no,no,telephone,19,no
41176,10596,no,no,cellular,19,yes
41177,5871,no,no,cellular,19,no
41178,80,no,no,cellular,19,no
41179,1,no,no,cellular,19,no
41180,691,no,no,cellular,19,yes
41181,4859,no,no,cellular,20,no
41182,67,no,no,cellular,20,yes
41183,10253,no,no,telephone,20,no
41184,347,no,no,cellular,20,yes
41185,9962,no,no,cellular,20,yes
41186,2239,no,no,cellular,20,yes
41187,1978,yes,no,cellular,20,no
41188,0,no,no,cellular,20,no
41189,11862,no,no,cellular,20,yes
41190,1797,yes,no,cellular,20,no
41191,8514,no,no,cellular,20,no
41192,1925,no,no,cellular,20,no
41193,0,yes,no,cellular,20,yes
41194,3186,no,no,cellular,20,no
41195,24,no,no,cellular,20,no
41196,228,no,no,cellular,20,no
41197,519,no,no,telephone,20,no
41198,1756,no,no,cellular,20,yes
41199,4068,no,no,cellular,20,yes
41200,0,no,no,cellular,20,no
41201,368,no,no,cellular,20,yes
41202,1010,yes,no,cellular,20,no
41203,385,no,no,cellular,20,no
41204,1406,yes,no,cellular,20,yes
41205,197,no,no,cellular,20,yes
41206,781,no,no,cellular,20,no
41207,967,no,no,cellular,20,no
41208,5310,yes,no,cellular,20,yes
41209,1746,no,no,cellular,21,no
41210,215,no,no,cellular,21,yes
41211,106,no,no,cellular,21,yes
41212,2063,no,no,cellular,21,no
41213,3090,no,no,cellular,21,no
41214,18,yes,no,cellular,21,no
41215,211,no,no,cellular,21,no
41216,0,no,yes,cellular,21,yes
41217,363,yes,no,cellular,21,yes
41218,630,no,no,cellular,21,no
41219,1251,no,no,cellular,21,no
41220,1046,yes,no,cellular,21,yes
41221,469,no,no,cellular,21,yes
41222,35,no,no,telephone,21,no
41223,10,no,no,cellular,21,no
41224,1314,yes,no,cellular,21,no
41225,0,yes,no,cellular,21,no
41226,3252,no,no,cellular,21,no
41227,2326,no,yes,cellular,21,yes
41228,3370,no,no,cellular,21,yes
41229,5741,no,no,cellular,21,no
41230,144,no,no,cellular,21,yes
41231,733,yes,no,cellular,21,yes
41232,474,no,no,cellular,21,yes
41233,377,no,no,cellular,21,no
41234,-309,yes,no,cellular,21,yes
41235,3733,yes,no,cellular,21,no
41236,6728,no,no,cellular,21,yes
41237,5584,no,no,cellular,21,yes
41238,227,no,no,cellular,21,no
41239,16,no,no,cellular,21,no
41240,61,yes,no,cellular,21,yes
41241,1047,no,no,cellular,21,yes
41242,2651,no,no,cellular,24,no
41243,14170,no,no,cellular,24,no
41244,21,no,no,cellular,24,no
41245,265,no,no,cellular,24,yes
41246,117,no,no,cellular,24,yes
41247,2346,no,no,cellular,24,no
41248,5473,no,no,cellular,24,yes
41249,165,no,no,cellular,24,no
41250,1313,no,no,telephone,24,no
41251,1943,no,no,cellular,24,no
41252,5,no,no,cellular,24,no
41253,116,no,no,cellular,24,no
41254,16517,no,no,cellular,24,no
41255,2430,no,no,cellular,24,no
41256,2337,yes,no,cellular,25,no
41257,680,no,no,telephone,25,no
41258,676,no,no,cellular,25,no
41259,0,yes,no,cellular,25,no
41260,1810,yes,no,cellular,25,no
41261,8494,no,no,cellular,25,no
41262,5631,no,no,telephone,25,no
41263,106,yes,no,cellular,25,yes
41264,127,yes,no,cellular,25,yes
41265,324,no,no,cellular,25,no
41266,369,no,no,cellular,25,no
41267,8564,no,no,cellular,25,no
41268,67,no,no,telephone,25,no
41269,65,no,no,cellular,25,no
41270,17875,no,no,cellular,25,no
41271,1281,no,no,cellular,25,no
41272,506,no,no,cellular,25,no
41273,3,no,no,cellular,25,yes
41274,745,yes,yes,cellular,25,no
41275,380,no,no,cellular,25,yes
41276,0,no,no,cellular,25,yes
41277,1519,no,no,cellular,25,no
41278,255,no,no,cellular,25,yes
41279,2145,no,no,cellular,25,yes
41280,3466,yes,no,cellular,25,no
41281,9,yes,no,cellular,26,no
41282,730,yes,no,cellular,26,no
41283,91,no,no,telephone,26,yes
41284,3064,yes,no,telephone,26,no
41285,992,yes,no,cellular,26,no
41286,1853,no,no,telephone,26,yes
41287,11262,no,no,cellular,26,yes
41288,620,no,no,cellular,26,no
41289,399,no,no,cellular,26,no
41290,1702,no,no,telephone,26,no
41291,0,no,no,telephone,26,yes
41292,3056,no,no,cellular,26,no
41293,34,no,no,cellular,26,yes
41294,1129,no,no,cellular,26,yes
41295,294,no,no,cellular,26,yes
41296,108,no,no,cellular,26,yes
41297,1696,yes,no,cellular,26,yes
41298,385,no,no,cellular,26,no
41299,1596,no,no,cellular,26,no
41300,331,no,no,telephone,26,yes
41301,40,no,no,cellular,26,no
41302,2582,no,no,cellular,26,no
41303,854,no,no,cellular,27,yes
41304,404,no,no,cellular,27,no
41305,382,no,no,cellular,27,no
41306,223,yes,no,telephone,27,yes
41307,40,yes,no,cellular,27,yes
41308,97,no,no,cellular,27,no
41309,1341,no,no,cellular,27,no
41310,2048,no,no,cellular,27,yes
41311,3689,no,no,cellular,27,yes
41312,11,no,yes,cellular,27,no
41313,323,no,no,cellular,27,no
41314,539,yes,no,cellular,27,yes
41315,590,no,no,cellular,27,yes
41316,27,no,no,cellular,27,no
41317,1612,no,no,cellular,28,no
41318,2820,no,no,cellular,28,no
41319,660,yes,no,cellular,28,no
41320,780,no,no,cellular,28,yes
41321,31,no,no,cellular,28,no
41322,289,yes,yes,cellular,28,no
41323,2583,no,no,cellular,28,no
41324,38,no,no,telephone,28,no
41325,0,no,no,cellular,28,no
41326,1535,yes,no,cellular,28,no
41327,937,no,no,cellular,28,no
41328,612,no,no,cellular,28,no
41329,4985,yes,no,cellular,28,no
41330,93,yes,no,cellular,28,no
41331,0,no,no,telephone,28,no
41332,1464,yes,no,cellular,28,yes
41333,7546,yes,no,cellular,28,no
41334,1311,no,no,cellular,28,yes
41335,7,yes,no,cellular,28,yes
41336,220,no,no,cellular,28,no
41337,207,no,no,cellular,28,no
41338,636,yes,no,cellular,28,yes
41339,13,no,no,telephone,28,no
41340,24277,no,no,cellular,28,yes
41341,1026,no,no,cellular,28,no
41342,1564,no,no,cellular,28,no
41343,0,no,no,cellular,28,no
41344,1872,no,no,cellular,28,yes
41345,490,no,no,cellular,28,yes
41346,2632,no,no,cellular,28,no
41347,0,yes,no,cellular,31,no
41348,747,no,no,cellular,31,no
41349,2340,no,no,cellular,31,no
41350,980,no,no,cellular,31,no
41351,953,yes,no,cellular,31,no
41352,250,no,no,telephone,31,no
41353,118,no,no,cellular,31,yes
41354,4119,yes,yes,telephone,31,yes
41355,243,no,no,cellular,31,no
41356,99,yes,yes,cellular,31,no
41357,1504,yes,no,cellular,31,yes
41358,285,yes,no,cellular,31,no
41359,2960,yes,no,cellular,31,no
41360,2087,yes,no,cellular,31,yes
41361,15,no,no,cellular,31,no
41362,6649,yes,no,cellular,31,no
41363,5689,no,no,cellular,31,yes
41364,748,yes,no,cellular,31,no
41365,1231,no,no,cellular,31,yes
41366,7620,no,no,telephone,31,no
41367,652,no,no,telephone,31,no
41368,201,yes,no,cellular,31,yes
41369,191,no,no,cellular,31,no
41370,869,no,no,cellular,31,no
41371,1429,yes,no,cellular,31,yes
41372,557,no,no,cellular,31,no
41373,922,no,no,cellular,1,no
41374,59649,no,no,cellular,1,no
41375,7702,no,no,cellular,1,no
41376,2894,no,no,telephone,1,no
41377,119,yes,no,cellular,1,yes
41378,4,no,no,cellular,1,no
41379,816,no,no,cellular,1,no
41380,970,yes,no,telephone,1,no
41381,200,no,no,cellular,1,no
41382,17964,yes,no,cellular,1,yes
41383,1849,no,no,cellular,1,no
41384,886,yes,no,cellular,1,no
41385,2287,no,no,telephone,1,no
41386,310,no,no,cellular,1,no
41387,103,no,no,cellular,1,no
41388,1298,no,no,cellular,1,no
41389,4129,no,no,cellular,1,no
41390,1113,no,no,cellular,1,yes
41391,1596,no,no,cellular,1,yes
41392,2635,no,no,cellular,1,yes
41393,162,yes,no,cellular,1,yes
41394,183,no,no,cellular,1,no
41395,568,yes,no,cellular,2,yes
41396,2626,no,no,cellular,2,yes
41397,4752,no,no,cellular,2,yes
41398,973,yes,no,cellular,2,no
41399,528,yes,no,cellular,2,yes
41400,1198,yes,no,cellular,3,no
41401,764,yes,no,cellular,3,no
41402,4,no,no,cellular,3,no
41403,1270,no,no,cellular,3,no
41404,2552,no,no,cellular,3,yes
41405,653,no,no,telephone,3,yes
41406,0,no,no,telephone,3,no
41407,2033,no,no,cellular,3,yes
41408,0,yes,yes,cellular,3,no
41409,86,yes,no,cellular,3,no
41410,3343,no,no,cellular,3,yes
41411,995,no,no,cellular,3,yes
41412,994,no,no,cellular,3,no
41413,6199,no,no,cellular,3,no
41414,313,no,yes,cellular,3,no
41415,40,yes,no,cellular,3,no
41416,7968,no,no,cellular,3,yes
41417,419,no,no,cellular,3,no
41418,0,no,no,cellular,3,yes
41419,0,yes,yes,cellular,3,no
41420,6850,no,no,telephone,3,no
41421,1950,no,no,cellular,4,no
41422,0,no,no,cellular,4,yes
41423,1050,no,no,cellular,4,no
41424,0,yes,no,cellular,4,no
41425,2587,no,no,cellular,4,yes
41426,2789,yes,no,cellular,4,no
41427,5267,no,no,cellular,4,yes
41428,6468,yes,no,cellular,4,yes
41429,1675,no,no,cellular,4,no
41430,1423,no,no,telephone,4,no
41431,4565,no,no,cellular,4,no
41432,148,no,no,telephone,4,no
41433,154,no,no,cellular,4,no
41434,13450,yes,no,cellular,4,no
41435,9447,no,no,cellular,4,no
41436,4744,no,no,cellular,4,yes
41437,882,no,no,cellular,4,yes
41438,1231,yes,no,cellular,4,yes
41439,3443,no,no,telephone,4,yes
41440,2568,no,no,cellular,4,yes
41441,565,no,no,cellular,4,no
41442,339,no,no,cellular,4,no
41443,5969,no,no,cellular,4,no
41444,80,no,no,cellular,4,yes
41445,2667,yes,no,cellular,4,no
41446,527,no,no,cellular,4,no
41447,2179,yes,no,cellular,4,no
41448,0,no,no,telephone,4,no
41449,3195,no,no,cellular,7,no
41450,606,no,no,cellular,7,no
41451,1644,no,no,telephone,7,yes
41452,1354,no,no,cellular,7,yes
41453,602,no,no,cellular,7,yes
41454,6253,no,no,telephone,7,no
41455,1795,no,no,cellular,7,yes
41456,7918,no,no,cellular,7,yes
41457,367,no,no,telephone,7,no
41458,2147,no,no,cellular,7,no
41459,4451,no,yes,cellular,7,no
41460,0,no,no,cellular,7,no
41461,2280,no,no,telephone,7,no
41462,1390,no,no,cellular,7,no
41463,0,yes,no,cellular,7,no
41464,6116,no,no,cellular,7,no
41465,0,yes,no,cellular,7,yes
41466,1182,yes,no,cellular,7,no
41467,490,no,no,cellular,7,no
41468,268,no,no,cellular,7,yes
41469,301,no,no,cellular,7,no
41470,157,no,no,telephone,7,no
41471,1991,no,yes,cellular,7,no
41472,52,yes,no,cellular,7,yes
41473,924,no,no,cellular,7,yes
41474,89,no,no,cellular,7,no
41475,1411,no,no,cellular,7,yes
41476,44,no,no,cellular,7,no
41477,2696,no,no,cellular,7,no
41478,315,no,no,cellular,7,no
41479,3529,no,yes,cellular,7,no
41480,772,yes,no,telephone,8,no
41481,3033,no,no,cellular,8,yes
41482,6574,no,no,cellular,8,yes
41483,155,yes,no,cellular,8,no
41484,0,no,no,cellular,8,yes
41485,2281,no,no,cellular,8,no
41486,2160,no,no,cellular,8,yes
41487,108,no,no,cellular,8,yes
41488,1022,yes,no,cellular,8,no
41489,409,no,no,cellular,8,yes
41490,726,no,no,cellular,8,yes
41491,230,no,no,cellular,8,no
41492,1871,no,no,cellular,8,yes
41493,1094,yes,no,cellular,8,yes
41494,2915,no,no,cellular,8,yes
41495,1633,no,no,cellular,8,no
41496,0,yes,no,cellular,8,no
41497,480,no,no,cellular,8,yes
41498,1587,yes,no,cellular,8,yes
41499,1227,no,no,cellular,8,yes
41500,88,no,no,cellular,8,no
41501,4321,no,no,cellular,8,no
41502,1205,no,no,telephone,8,yes
41503,161,no,yes,telephone,8,yes
41504,0,no,no,cellular,9,no
41505,802,no,no,cellular,9,yes
41506,723,no,no,telephone,9,yes
41507,732,no,no,cellular,9,no
41508,6538,no,no,cellular,9,yes
41509,2161,no,no,cellular,9,yes
41510,147,no,no,cellular,9,yes
41511,0,no,no,cellular,9,yes
41512,3764,no,no,telephone,9,yes
41513,114,yes,yes,cellular,9,no
41514,1416,no,no,cellular,9,yes
41515,14220,yes,no,cellular,9,yes
41516,519,no,no,telephone,9,no
41517,208,no,no,cellular,9,no
41518,12569,no,no,cellular,9,yes
41519,714,no,no,cellular,9,no
41520,745,no,no,telephone,9,no
41521,129,yes,no,cellular,9,no
41522,300,no,no,cellular,9,no
41523,495,no,yes,telephone,9,no
41524,0,no,no,telephone,9,no
41525,555,yes,no,cellular,9,yes
41526,0,no,no,telephone,9,no
41527,1676,yes,no,cellular,9,no
41528,158,no,no,cellular,9,yes
41529,261,yes,yes,cellular,9,yes
41530,1979,no,no,cellular,10,no
41531,786,no,no,cellular,10,yes
41532,889,yes,no,cellular,10,yes
41533,1954,yes,yes,cellular,10,no
41534,383,no,no,cellular,10,no
41535,1,no,no,cellular,10,no
41536,27,yes,no,telephone,10,yes
41537,13887,no,no,cellular,10,no
41538,1742,no,no,cellular,11,no
41539,478,no,no,cellular,11,no
41540,1235,no,no,cellular,11,no
41541,708,no,no,cellular,11,no
41542,0,no,no,cellular,11,yes
41543,17739,no,no,cellular,11,no
41544,440,yes,no,cellular,11,no
41545,4605,no,no,cellular,11,no
